x,y
32.78600953301788,30.27701779218055
32.90851162528992,31.26663661741697
33.268192277908334,32.18470980307043
33.859012918233866,32.99868788955808
34.62418626403809,33.63360404352127
35.519000427484514,34.06364384448164
36.498743520736696,34.26299287196085
37.5024306640625,34.20888073758256
38.43887470817566,33.91156153120509
39.291970129897116,33.38581188969152
39.982281245512624,32.67300293251506
40.47950894814373,31.803667545496992
40.74632873425294,30.830482302286118
40.76443933105468,29.842836710489493
40.54024608588219,28.87137080636397
40.07481600499153,27.982172230080625
39.4037978515625,27.24177402237142
38.577589230299,26.691501070248826
37.64090202903748,26.35716779419119
36.65464280700684,26.264036548011376
35.66349555706978,26.424796864049693
34.757080799291394,26.820755929883173
33.96291911367285,27.43410755097312
33.346431729711355,28.226095755791512
32.951137189847685,29.13024096828956
32.788814397328345,30.117702700040088
